Frame Number,Timecode,content_val,delta_edges,delta_hue,delta_lum,delta_sat
42,00:00:01.710,0.8197880497685185,0.5326334635416666,1.0091688368055556,0.7088487413194444,0.7413465711805556
43,00:00:01.752,1.0418384693287037,0.7124837239583334,1.4366319444444444,0.8622775607638888,0.8266059027777778
44,00:00:01.793,1.0507722077546295,0.4911295572916667,1.5361056857638888,0.8595920138888888,0.7566189236111112
45,00:00:01.835,0.7948043258101852,0.99609375,0.8845486111111112,0.8106011284722222,0.6892632378472222
46,00:00:01.877,0.8303041811342592,1.1551920572916667,1.0399305555555556,0.6471625434027778,0.8038194444444444
47,00:00:01.919,0.9412163628472223,1.6739908854166667,1.1658257378472223,0.8780381944444444,0.77978515625
48,00:00:01.960,0.8980034722222222,2.386474609375,1.3013780381944444,0.7085774739583334,0.6840549045138888
49,00:00:02.002,0.863742404513889,0.5464680989583334,0.9312879774305556,0.8904079861111112,0.76953125
50,00:00:02.044,0.9148763020833334,0.6502278645833334,1.0539279513888888,0.8030327690972222,0.8876681857638888
51,00:00:02.085,0.8514087818287037,5.699869791666667,1.0139702690972223,0.8462727864583334,0.6939832899305556
52,00:00:02.127,1.139187282986111,1.2105305989583333,1.6611328125,0.8236762152777778,0.9327528211805556
53,00:00:02.169,0.7094274450231483,0.4703776041666667,0.9244249131944444,0.6140950520833334,0.5897623697916666
54,00:00:02.211,0.7566189236111112,2.884521484375,0.9200032552083334,0.6848415798611112,0.6650119357638888
55,00:00:02.252,0.9016203703703703,0.4842122395833333,1.1254611545138888,0.7972005208333334,0.7821994357638888
56,00:00:02.294,0.9021448206018517,1.265869140625,1.3509385850694444,0.64501953125,0.7104763454861112
57,00:00:02.336,0.8157642505787037,2.303466796875,0.9517415364583334,0.7954372829861112,0.7001139322916666
58,00:00:02.377,0.6494954427083334,0.9061686197916666,0.7688259548611112,0.5118001302083334,0.6678602430555556
59,00:00:02.419,0.6669831452546298,0.15909830729166666,0.8172200520833334,0.5440538194444444,0.6396755642361112
60,00:00:02.461,1.2945511429398149,2.9606119791666665,1.7227918836805556,1.091552734375,1.0693088107638888
61,00:00:02.502,0.6800401475694443,0.4219563802083333,0.817138671875,0.6026746961805556,0.6203070746527778
62,00:00:02.544,0.598388671875,0.560302734375,0.7238498263888888,0.4849175347222222,0.5863986545138888
63,00:00:02.586,0.9090350115740741,0.933837890625,1.1647135416666667,0.8082953559027778,0.7540961371527778
64,00:00:02.628,1.229320384837963,2.2412109375,1.7695855034722223,0.8167046440972222,1.1016710069444444
65,00:00:02.669,0.5027940538194445,0.8231608072916666,0.460693359375,0.5534125434027778,0.4942762586805556
66,00:00:02.711,0.6181007667824074,0.70556640625,0.6041124131944444,0.6355523003472222,0.6146375868055556
67,00:00:02.753,0.7472240306712964,0.8992513020833334,0.8633626302083334,0.6185438368055556,0.759765625
68,00:00:02.794,1.0734320746527777,2.303466796875,1.3994954427083333,0.7926161024305556,1.0281846788194444
69,00:00:02.836,0.46513310185185186,1.680908203125,0.3871527777777778,0.5760091145833334,0.4322374131944444
70,00:00:02.878,0.5751862702546297,0.4496256510416667,0.6368272569444444,0.4408094618055556,0.6479220920138888
